Word1,Word2,OriginSimi,GoogleSimi
attribute,condition,2.576923077,0.12684541326092935
average,time,2.3809523809999997,0.16192665141333148
baby,computer,1.24,0.10761381005810094
bail,bond,3.086956522,0.5878828113961259
bait,instrument,2.090909091,0.04579307885790544
bait,pump,1.208333333,0.12605543623891158
bakery,work,2.541666667,0.06698977882549399
bakery,workplace,3.0,0.1811733979843983
balance,gauge,2.6,0.15483736213319843
ball,egg,1.727272727,0.13399270759947648
ball,nut,1.727272727,0.0872530605250925
ball,poker,2.165217391,0.03036888727016505
ball,sphere,4.1428571430000005,0.10959682745476233
band,circle,2.954545455,0.1701281876134439
bar,needle,1.772727273,0.06571919611606306
bar,rod,4.0476190480000005,0.16397931658777684
barrel,gallon,3.1538461539999996,0.5364537426331242
base,club,1.619047619,0.1271094509382556
base,stock,2.4761904759999998,0.0432309488847733
baseball,softball,3.230769231,0.70899056085992
basin,vessel,4.076923077,0.2694582083887308
basketball,hockey,2.782608696,0.6131463475734139
basketball,squash,2.833333333,0.32573442120707996
bathroom,chamber,2.6818181819999998,0.13281708202063539
battle,fight,4.583333333,0.702128402346051
bay,mere,1.5833333330000001,0.056476044723088696
beach,chain,1.047619048,0.10707830387540444
beach,ridge,2.260869565,0.2372939104816757
beam,column,2.961538462,0.13002731046120297
beat,meter,1.92,0.09286187412913362
beat,rhythm,4.3636363639999995,0.31286319602959956
bed,layer,2.136363636,0.09350648799938996
bedroom,cell,2.136363636,0.19856350302470682
bedroom,construction,2.208333333,0.09192824520772538
bee,insect,4.043478261000001,0.5376728330613743
beef,cattle,4.173913043,0.5763146004590896
beef,meat,4.619047619,0.7286377104615717
beginner,novice,4.166666667,0.627557120750309
behavior,purpose,2.304347826,0.0622156931203869
belief,magic,2.565217391,0.15952671963619586
belief,purpose,2.333333333,0.21697337043416987
bench,seat,4.428571429,0.20160366274441
bend,curve,4.541666667,0.47315663286217535
berry,citrus,3.0,0.5765046743263101
bill,invoice,4.5882352939999995,0.2755344851776143
billboard,structure,3.0,0.12561448781275408
bin,box,3.956521739,0.3812559854561899
bin,cup,2.217391304,0.2280007412802888
binary,star,1.863636364,0.0736787732978254
bird,creature,3.458333333,0.5089614564855512
bird,solid,1.0909090909999999,-0.031501690533375086
birth,modification,1.434782609,0.038124785707001015
bishop,priest,4.269230769,0.7934754673437558
bit,tool,2.708333333,0.12037094014138959
bite,breakfast,2.869565217,0.24293761436128702
bite,taste,3.6363636360000005,0.29592352291635277
black,juvenile,1.2380952379999999,0.12948535457802146
blade,projector,1.434782609,0.2643124908351481
blanket,sleeve,2.111111111,0.2415846679260475
blizzard,rash,1.307692308,0.18423873007749872
blow,contact,1.6956521740000001,0.03044236351060057
blue,red,3.272727273,0.7225173534682218
board,commission,3.173913043,0.478369480618828
boat,ferry,4.083333333,0.600529705205658
boat,vessel,3.208333333,0.698457638141796
body,trunk,3.260869565,0.3731683902171799
bond,security,3.904761905,0.10073645558612325
bone,skull,4.272727273,0.5099736424873551
book,encyclopedia,3.904761905,0.40086414529984815
booklet,reference,3.380952381,0.22849080331046884
boot,kick,3.173913043,0.37810421395048527
boot,punch,1.75,0.2068771976319795
bottom,sole,3.347826087,0.08124465238399954
boy,male,4.52173913,0.32450094849253497
boy,rover,2.0,0.07726674169841014
brace,stand,2.913043478,0.11315121521672608
brain,head,4.173913043,0.13305116615750529
brake,click,1.761904762,0.1115795385929816
branch,department,4.043478261000001,0.2755652149675138
brand,knife,1.6818181819999998,0.008174889925548497
brand,surname,2.3181818180000002,0.18288003740012598
brandy,liquor,4.541666667,0.40932990610299447
brass,executive,1.913043478,0.14083676890191443
bread,bun,4.304347826,0.4326134176434636
break,dash,2.916666667,0.16290812396063903
break,insert,2.041666667,0.17101894797029676
brick,cement,3.625,0.32213243330082797
brick,strip,1.5416666669999999,0.15492037269005665
broadcast,packet,1.727272727,0.08148944181079258
brochure,publication,3.875,0.20736027722784622
brochure,reference,2.95,0.21058127865485787
brother,member,2.583333333,0.13588291049285578
brush,implement,2.47826087,0.05085381979955535
budget,fund,4.0,0.38166114064288137
buffer,cache,2.409090909,0.19961728351812374
bug,child,1.276595745,0.07203867962243628
build,flesh,1.8333333330000001,0.03443937414545442
building,cafe,3.142857143,0.21219196740874513
bulb,onion,2.92,0.3558438462232064
bulletin,news,4.666666667,0.3777238447245568
bunny,server,1.25,0.04174621191013107
burn,hurt,3.730769231,0.22546083880231677
burning,flame,4.48,0.4120018340986655
burning,punishment,2.52,0.10356563379748883
burst,transformation,1.952380952,0.1633380158522051
business,disposition,1.5833333330000001,0.11581073243535714
business,railway,2.541666667,0.09772921164994604
butter,stick,2.375,0.31809536094101454
butterfly,comma,1.1304347829999999,0.12865866975860596
cab,taxi,4.476190476,0.7510558323352126
cake,pie,3.545454545,0.5867395783512237
calendar,circulation,1.6956521740000001,0.07311556946822409
calendar,system,1.9166666669999999,0.07705017585498633
call,meeting,2.727272727,0.20024923011030163
call,statement,2.125,0.1865672820681213
campaign,operation,2.826086957,0.26569900992602924
candy,sweet,4.510638298,0.3450829384140733
cap,covering,3.6818181819999998,0.2589447292482349
capital,seat,2.32,0.04634914992353202
captain,officer,4.0,0.21985900930668345
card,plastic,2.3913043480000002,0.19011292021150167
carriage,coach,3.708333333,-0.004379187813292084
cart,wagon,4.375,0.4751806276591382
cartoon,wit,2.666666667,0.1461891129571003
case,grip,2.12,0.06822122698488595
case,luggage,3.68,0.1460876518217941
case,tin,2.6,0.0898826574791727
cast,fishing,2.6,0.09511565109635023
cat,vision,1.4318181819999998,0.02134093477155749
category,flavor,2.4285714290000002,0.14453929261325232
cave,formation,2.347826087,0.13330873239098417
ceiling,overhead,3.52,0.325650820192929
cement,glue,3.0,0.2864359537105243
center,loss,1.3043478259999999,0.0742360002818019
century,decade,3.4347826089999995,0.6030654677291871
century,period,3.769230769,0.1490105382263308
century,temperature,1.1304347829999999,0.099481885725752
certificate,study,3.1363636360000005,0.11113692800984515
certificate,wave,1.145833333,0.027755203631854613
chair,furniture,3.869565217,0.27611640825923345
chair,rocker,2.826086957,0.13695411843254052
chance,opportunity,4.590909091,0.7239692897700819
chance,probability,4.619047619,0.3713298588764901
chandler,retailer,2.130434783,0.15160609335095712
change,decrease,3.0,0.3771620816094706
change,move,3.4347826089999995,0.4249568540409605
channel,sound,3.2,0.0801610772418977
character,vision,1.6666666669999999,0.24365007166511696
charge,damage,2.375,0.1717301196277085
charge,tax,4.0869565219999995,0.22514000114745836
check,draft,3.952380952,0.061821863693002396
cheese,food,4.0,0.3597691732634683
chemical,salt,3.5909090910000003,0.2493393212851975
chess,duty,1.166666667,-0.09396787041696879
chick,hen,3.8636363639999995,0.4616201232716951
chicken,poultry,4.2173913039999995,0.6559159651366961
chief,guru,3.904761905,0.3003875723775141
child,kid,4.8571428569999995,0.47546743830278715
chin,feature,2.875,-0.013178639935729208
choice,option,4.590909091,0.5115453549444995
chuck,jaw,2.090909091,0.11162068654337001
church,temple,4.347826087,0.4843352139924535
circle,oval,3.347826087,0.28099676522290606
citrus,orange,4.208333333,0.3471687457703364
climb,mount,4.166666667,0.32009991244764713
clock,timer,4.416666667,0.3174779986426218
cloth,satin,3.857142857,0.4497185375972147
cloud,energy,1.727272727,0.13514373640699187
club,society,3.869565217,0.2076201161079379
coach,trainer,4.6,0.41735560756061085
coat,newspaper,1.0888888890000001,0.04691005706613365
coat,roof,2.304347826,0.24117457295970435
code,software,3.52,0.35378456191616375
coffee,meeting,2.602941176,0.12110550808770384
coin,currency,4.571428571,0.32449713451818624
collapse,shock,3.043478261,0.2929055506670375
collection,packet,2.772727273,0.1046398587582299
collision,smash,3.904761905,0.3368795589687078
color,purple,4.090909091,0.5209281022301611
color,quality,2.407407407,0.27614755398292257
coloring,yellow,3.791666667,0.40759610319287376
comfort,relief,3.857142857,0.2708765723796135
commander,editor,2.041666667,0.3054550811673127
commerce,transport,2.739130435,0.2848296748450495
commitment,guarantee,3.791666667,0.25995220498089433
communication,message,4.083333333,0.2904989994936623
communication,statement,3.3913043480000002,0.1744423680698775
communication,tune,2.409090909,0.016869249205793288
community,province,3.3913043480000002,0.20996811867727144
community,territory,2.739130435,0.16152944468113653
company,distributor,3.523809524,0.4235364960133939
company,establishment,3.833333333,0.10736075141819224
comparison,scrutiny,2.727272727,0.2192762907676331
compound,salt,3.045454545,0.036455029938247625
conclusion,result,4.523809524,0.26138811601568845
condition,status,4.090909091,0.2785335187407951
conditions,weather,3.666666667,0.5180812580607164
congress,sex,1.8181818180000002,0.08995351469542445
connection,keyboard,2.4,0.14032416013868593
conservation,traveling,1.717391304,0.05651367787873794
construction,window,2.761904762,0.027976614098865496
continent,ground,2.791666667,0.16465840955833363
control,driving,3.714285714,0.14286198021114926
cook,printer,1.3478260869999998,0.15016534295286618
cooking,cuisine,4.25,0.5195243726582988
copy,image,3.25,0.212141430445994
copy,work,3.125,0.17293286432238067
cord,pick,1.5909090909999999,0.06638009154430888
cord,yarn,2.761904762,0.2563583235053195
corridor,hall,4.041666667,0.2091456515219866
corruption,house,1.255319149,0.06065887431474017
cost,postage,3.086956522,0.37246545685149773
cost,reward,2.80952381,0.18706452852800226
couch,lounge,3.347826087,0.3986710655577438
count,number,4.166666667,0.3204383921750525
counter,furniture,2.3,0.0797840405297244
country,playground,1.7916666669999999,0.06605238933741239
course,starter,2.666666667,0.011506042661842863
court,drawer,1.2727272729999999,0.07789749219216324
court,tribunal,3.791666667,0.5196799487257
cousin,relation,4.043478261000001,0.08918696954202027
cousin,relative,4.5,0.29645737453747856
cover,feather,2.44,0.01707023077780958
cover,hair,2.65,0.12527179328802585
cover,sleeve,3.260869565,0.18215610314739655
covering,skin,3.35,0.07687570513337431
crack,hole,3.04,0.17486876307526655
craft,trade,3.458333333,0.17483904474690662
creation,stitch,2.68,0.11756604790969233
creativity,vision,3.1818181819999998,0.3273171360179853
credit,sum,3.0,0.10113041735796865
creek,stream,3.88,0.4357222526612977
crew,society,2.0,0.11282313291669459
crew,unit,3.5909090910000003,0.15324059024454703
crop,plant,4.083333333,0.20734356129688605
crow,jay,2.217391304,0.3600477682662601
crown,place,1.5416666669999999,0.2832305436393095
crush,push,2.1818181819999998,0.30746940795322386
cube,dice,3.925925926,0.21997076407324123
cup,handbag,1.318181818,0.2344923012148006
cup,son,1.086956522,0.0592904438806936
current,flow,3.761904762,0.08659166089653086
curve,rainbow,3.44,0.1008469020030864
customers,mission,1.641304348,0.12870590049651182
cut,meat,2.904761905,0.14505439935550207
cutter,knife,4.458333333,0.29431369779376537
cylinder,pen,2.227272727,0.1838848254351092
dad,parent,4.545454545,0.27678098791276173
daisy,flower,4.5,0.5681577200139208
damage,terms,1.761904762,0.054936578294867436
danger,status,1.904761905,0.11130418916312211
dash,sprint,3.375,0.44282315152529084
dashboard,protection,2.173913043,0.1013191950151897
database,list,4.08,0.36180201266443557
daughter,girl,4.04,0.6489864066511448
day,shoes,1.288888889,0.12310661011989292
deal,hand,3.041666667,0.06970525645600593
debt,deficit,3.458333333,0.417285884138083
debt,loan,4.347826087,0.4969016951950641
debt,possession,2.481481481,0.011560266675582742
decision,option,2.9090909089999997,0.2354308383426302
decrease,increase,3.541666667,0.8370318744130953
deep,ocean,3.6363636360000005,0.2608811031959324
deficit,trust,1.5769230769999998,0.05843065117427933
degree,quantity,2.6818181819999998,0.15272349729024062
degree,style,1.6521739130000002,0.08318121247932125
delivery,distribution,3.5909090910000003,0.42278278407896663
department,division,4.625,0.3312471888053396
descent,fall,3.3043478260000003,0.18825589555347666
desert,tract,2.2,0.10852232108787167
desire,feeling,4.227272727,0.326729504938582
desk,table,4.1724137930000005,0.4045672159806747
determination,discovery,2.6086956519999998,0.216925155747404
determination,selection,2.75,0.13631984676733722
development,exploitation,2.2,0.34694901268335177
device,drum,2.583333333,0.053411436227426855
devil,satan,4.7826086960000005,0.5137387449060121
dialogue,play,3.44,0.19007287203225096
diamond,parcel,1.217391304,0.1755064448008251
digit,toe,2.64,0.09954876234416563
digit,unit,3.6818181819999998,0.13646203230596404
dinner,party,3.826086957,0.2702083073133094
direction,government,2.173913043,0.10408871666428962
direction,protocol,3.142857143,0.0666559981051981
direction,traveling,3.1363636360000005,0.0937891458457526
dirt,sand,3.3913043480000002,0.5580168444382797
dirt,soil,4.0,0.4240801590357559
discharge,spark,2.782608696,-0.04384045426792614
disease,illness,4.739130435,0.6003288307296086
display,language,1.9166666669999999,0.03828114482511799
distance,distribution,1.739130435,-0.013814727312918211
diversion,skiing,1.8260869569999998,0.021778972779802865
dividend,net,2.52,0.28527934241701813
dividend,profit,4.045454545,0.35410336288498095
diving,swim,3.96,0.45993480672152687
dock,herb,1.2380952379999999,-0.0651131371549401
document,report,3.826086957,0.4803609939572187
dog,fauna,2.666666667,0.18985222097245197
domain,land,2.5238095240000002,0.2207486812839873
door,light,1.5777777780000002,0.07479644148736783
doubt,ego,1.772727273,0.2575524417982576
drama,genre,2.714285714,0.296499859440402
draw,finish,2.375,0.3021182639648758
draw,tie,2.958333333,0.31372888863509296
drawer,pan,1.8181818180000002,0.211102469612492
dressing,patch,2.5238095240000002,0.14904468615750974
dressing,sauce,2.869565217,0.32633600910432614
drill,implement,2.666666667,0.1449864376937584
drink,slice,2.772727273,0.06334998209512274
driver,supporter,2.090909091,0.16655495358515443
driver,worker,3.1,0.37560737548349254
drop,serving,2.136363636,0.021540303400073537
drug,liquor,3.523809524,0.36254807103544695
drug,operator,1.4166666669999999,0.02772615855404099
drum,piano,3.652173913,0.3979583716707058
eagle,hawk,3.833333333,0.26419786218999847
ear,organ,3.9090909089999997,0.2538403412998651
ease,relaxation,4.5,0.3131667986266871
ease,rest,3.916666667,0.1488889167578644
editing,instrument,1.64,0.07471393376579741
editor,worker,3.125,0.1993698891650113
eight,movement,1.318181818,0.055967722566537
element,iron,3.3181818180000002,0.10932780565175942
element,mixture,3.0,0.3245795609100446
element,nickel,3.782608696,0.13650791132531034
elevator,lift,4.72,0.20784386308600145
emission,gum,1.25,0.06766386258522336
employee,server,3.3181818180000002,0.1907193156992517
endorsement,signature,3.545454545,0.2823998152756443
energy,microwave,3.583333333,0.1824555568237184
engineering,technology,4.16,0.37565416798211726
environment,land,3.0909090910000003,0.14624207482881948
equipment,recorder,3.3913043480000002,0.17514417174084507
equipment,seat,2.136363636,0.021784568625049378
establishment,religion,2.173913043,0.15165302095437294
event,influence,1.76,0.03524207005704755
event,phenomenon,3.173913043,0.2280310741605529
evidence,format,1.476190476,0.008114880083048712
evidence,record,3.6818181819999998,0.16466720966422327
examination,quiz,4.391304348,0.2558998906301577
examiner,tea,1.3,-0.01150334973768346
executive,minister,3.095238095,0.19448501515487449
executive,organization,3.2,0.3689009368143622
explanation,theory,3.652173913,0.36333293720457643
express,mail,3.619047619,0.19967549771869106
extract,selection,3.086956522,0.04356675510042221
eye,organ,4.125,0.06567185406751241
fabric,lace,3.625,0.47918983868151305
fabric,sail,2.3809523809999997,0.15661675349525817
faith,religion,4.227272727,0.5386271593659906
fantasy,recycling,1.125,0.025452810379617323
farmer,individual,2.545454545,0.08733297149938905
fault,mistake,4.541666667,0.4418703504002392
fauna,toy,1.3043478259999999,0.11016558862557257
feature,side,1.8333333330000001,0.12891383922569136
feedback,flow,2.666666667,0.12233612527879907
feeling,hope,3.48,0.3281194349472644
female,slave,2.125,0.18799304250134338
female,woman,4.96,0.4969048565022637
fiction,literature,3.5909090910000003,0.46267241854987146
fiction,romance,2.4761904759999998,0.418177377734873
field,science,3.0,0.1951484970651488
field,yard,3.8,0.3617161328908136
fight,separation,2.6818181819999998,0.045014229297159106
figure,stamp,1.88,0.20869900634387326
film,movie,4.912280701999999,0.8676769763880171
find,implementation,2.045454545,-0.066348605359945
find,occurrence,2.739130435,0.05900046983738217
finger,toe,3.76,0.43513500322786824
flag,iris,1.7083333330000001,0.1606654224965574
flame,reaction,1.954545455,0.08897653408968637
flash,lightning,3.96,0.34375594001108734
flat,housing,3.96,0.13923254209290714
flavor,variety,3.3181818180000002,0.21934080976284437
flight,trip,3.772727273,0.43602842310783185
floor,level,3.333333333,0.22473807651214364
floor,porch,2.739130435,0.3090866068949983
flora,plant,4.384615385,0.23130385834926515
flora,violet,3.347826087,0.3615979389579599
flour,garlic,2.4,0.4299135566918356
flower,pink,2.739130435,0.3710305067364723
flute,wind,2.826086957,0.17460633793429164
flyer,justice,1.181818182,0.01148429464858074
food,sausage,3.913043478,0.3040101465309632
foot,recognition,1.431372549,-0.049742723588235685
football,rugby,3.208333333,0.5616317248618344
forecast,message,2.5,0.0791492070127848
forest,ground,2.6818181819999998,0.09739311417079202
form,type,3.9090909089999997,0.300619478453419
format,packaging,2.47826087,0.21284589727826517
format,style,4.0869565219999995,0.3508164387857393
foundation,support,3.913043478,0.28303769990288813
fox,wolf,3.0909090910000003,0.5700000557361
framework,grill,3.428571429,0.05517204202448215
freeze,frost,4.0,0.3770675170806296
friend,individual,2.791666667,0.008136147470349948
front,school,1.48,0.015242939003082863
front,surface,3.0,0.059064751478710695
fruit,seed,3.8181818180000002,0.2568776869738365
fuel,gasoline,4.48,0.7066083904583648
fuel,nutrition,2.4285714290000002,0.12309302864673281
fund,store,1.8260869569999998,0.06470804791161008
funds,interest,3.375,0.21880298463452566
furniture,table,4.181818182,0.19831790904439545
gamble,kitty,1.636363636,0.11351371560876453
gamble,pyramid,1.380952381,0.08591548661685973
game,tennis,4.166666667,0.30009769897923716
garbage,rubbish,4.520833333,0.6797531053808004
garden,plantation,3.55,0.29224473809736273
garlic,meal,3.083333333,0.2671854563319949
garment,sweater,3.7,0.38042421951227545
garment,tie,3.6363636360000005,0.12288588925901026
gas,hydrogen,4.090909091,0.45017199622553994
gas,neon,3.869565217,0.10366965436558857
gathering,parade,3.625,0.34954601222308623
gauge,meter,3.8636363639999995,0.20850273440914496
gear,mechanism,4.090909091,0.10267884434618899
gem,quartz,3.227272727,0.26414029644438863
gender,sex,4.434782609,0.45713740459117924
gender,size,1.571428571,0.23931367731414566
genre,prose,2.363636364,0.3612580638159728
glass,tub,2.88,0.392292243163823
glove,wear,3.416666667,0.17879628787454946
goal,objective,4.590909091,0.48969209871976127
golf,hockey,2.727272727,0.429764240363974
good,sheet,1.4583333330000001,0.05999183380754022
governor,mayor,3.666666667,0.5381393238673823
governor,politician,4.125,0.468033588734199
graphic,image,4.318181818,0.31135640568549733
grass,universe,1.76,-0.03681406460904611
gray,property,1.5,0.02266272940044703
grip,handle,4.0476190480000005,0.2616635871191775
grip,hold,4.391304348,0.33310872778481504
growth,process,3.291666667,0.1453911168941942
guarantee,warranty,4.230769231,0.3099906656600426
guess,universe,1.243243243,0.17599499981710934
gulf,ocean,3.227272727,0.38465355540496643
hack,machine,2.458333333,0.22382246001135497
hamburger,nutrition,3.041666667,0.2387730641430703
hand,script,3.260869565,0.11164553252727089
happening,surprise,2.708333333,0.1874963494697986
head,question,1.24,0.06621277289944866
head,secretary,1.9090909090000001,0.38650436257372506
health,welfare,3.5,0.5055442394410447
hearing,proceedings,3.130434783,0.49503080203506167
heart,space,1.5833333330000001,0.0799773287571372
heart,ticker,3.1818181819999998,0.12700856432642774
heat,temperature,4.25,0.5625720966101128
height,infinite,2.434782609,0.1155993540592942
helmet,scale,1.380952381,-0.02137699554390124
help,support,4.619047619,0.46396489984217437
help,supporter,3.833333333,0.0895565804710098
heritage,loss,1.6818181819999998,0.08208916347154804
highway,street,3.545454545,0.41528511065833507
highway,trail,2.8636363639999995,0.4103435821752438
hit,tourist,1.44,0.16514118664124355
hole,opening,3.76,0.07550599468604334
holiday,vacation,4.619047619,0.5512028691710564
hood,protection,2.913043478,0.12288606942044943
hood,shelter,2.5714285709999998,0.09246800072410166
horn,tail,2.692307692,0.3397960264018099
horse,mount,2.875,0.2662915936289199
hose,pipe,4.0,0.5512638261803419
housing,vault,2.0,0.028348122606643177
icon,representation,3.380952381,0.10600444266713936
implement,stick,2.5,0.23292678957489454
impulse,motive,2.869565217,0.22033512428062213
impulse,urge,4.5,0.315482854765684
information,target,1.95,0.0461093033812986
ink,liquid,3.64,0.2793820412051812
installation,zoo,1.44,0.05427886769401652
institution,prison,2.565217391,0.13376718845437693
instruction,lesson,3.8,0.44396259950089456
instruction,teaching,4.523809524,0.5560812900401944
instrumentation,perfume,1.208333333,0.12604869336039273
instrumentation,rod,2.8636363639999995,0.1834516321759202
intensity,quiet,2.1818181819999998,0.2508764790138994
interest,lien,2.541666667,0.15292730464472454
intervention,treatment,2.363636364,0.3369495914372756
inventory,listing,3.380952381,0.20938645527676958
investment,tomato,1.155555556,0.05416252578157553
jail,nick,1.782608696,0.16781290027147377
jail,prison,4.739130435,0.8501914346852413
jaw,lens,1.260869565,0.23879506703167253
join,union,4.0,0.0840689144244451
joke,message,2.636363636,0.24045908395814686
journey,travel,4.8,0.3836408545587824
judgment,sense,3.541666667,0.22995241141285302
jumper,sweater,3.347826087,0.21705944647617387
jury,school,1.476190476,0.04433110053474138
justice,official,3.043478261,0.1171314987051745
kiss,sweet,3.0,0.36376458690946395
kitchen,toilet,2.545454545,0.46125049368266413
knight,prince,3.375,0.5390364312935378
knowledge,revolution,2.2,0.11594229865567929
knowledge,taste,1.869565217,0.22194590175892953
lake,stream,4.130434783,0.30498870007891854
lamb,young,3.285714286,0.11978076046071562
language,tongue,3.652173913,0.4005763226611171
latex,rubber,3.913043478,0.5370638987229382
law,personnel,1.772727273,0.06308925794280844
layer,region,2.458333333,0.09131894638149163
layer,snow,2.434782609,0.18260998399826703
leader,politician,4.2380952380000005,0.3660777811045932
lesson,teaching,4.1363636360000005,0.3700840286073138
letter,text,3.84,0.26062274521960016
level,stage,4.0,0.2896709913972279
license,permission,4.19047619,0.438836721241809
license,security,3.130434783,0.08131615644475773
lien,share,2.136363636,0.0985386450991638
life,story,3.0,0.24296103970033972
line,occupation,2.260869565,-0.024817532469464283
line,plane,2.833333333,0.03581305179019463
line,queue,4.541666667,0.26612020125055585
lineup,roll,2.958333333,0.23362196916888195
link,union,3.583333333,-0.008245331063102608
lion,tiger,3.5652173910000005,0.5121040788731425
literature,poem,3.76,0.3774348547126479
load,weight,4.043478261000001,0.3729642866952748
location,property,3.347826087,0.2836846474692344
loss,possession,2.954545455,0.17126651840437798
low,shoulder,1.3877551019999999,0.11110280071354617
lyric,printer,1.244444444,-0.005660144129268969
magnolia,maple,2.68,0.4592842374647987
male,man,4.619047619,0.36962922554001015
man,soldier,3.875,0.4752648460113501
manager,trainer,3.347826087,0.2513788212344547
map,representation,3.4347826089999995,0.13660062883387636
map,sewing,1.3478260869999998,0.019068333910575164
map,video,1.6956521740000001,0.14042057625953
maple,tree,3.833333333,0.3740568185404317
mark,print,2.954545455,0.11065650563541796
mark,slash,3.3043478260000003,0.07085497971747434
mask,roof,1.782608696,0.16664938375625654
mate,relation,3.4347826089999995,0.08556485979852205
matter,text,3.269230769,0.1134801652924269
matter,verse,1.913043478,0.074099918747666
mayor,water,1.113636364,0.19315058442975083
meal,mixture,2.272727273,0.15900575047067117
meal,rice,4.0,0.3124736059841602
measure,money,2.565217391,0.11407010727537706
measure,twist,1.5909090909999999,0.07373618013906565
meat,solid,2.5,0.07907993875358638
melody,music,4.5,0.5026151483162802
memory,operation,2.0434782609999997,-0.04366597804197546
metal,zinc,3.956521739,0.4522787468265221
meter,radar,2.954545455,0.10327420791045021
microwave,radiation,3.454545455,0.2925519134548676
middle,scene,1.4,0.06969488948164308
minute,quantity,2.6086956519999998,0.0585208941961035
mode,scale,2.173913043,0.12049628117747169
modification,surprise,1.714285714,0.09045107777459967
moment,thief,1.242424242,0.060375985030759804
mortal,mother,2.25,0.21862729140349774
mortal,visitor,1.9230769230000002,0.11830668552283105
motion,snowboarding,2.363636364,0.12945075047691648
motion,step,3.142857143,0.14204464078196002
motive,reason,3.9090909089999997,0.4646520693463823
motorcycle,tank,2.0434782609999997,0.13684442353482812
mount,volcano,3.238095238,0.02684126287086331
mouth,opening,3.3043478260000003,0.08801995116265068
mouth,trap,2.333333333,0.19733718042365891
murphy,potato,1.173913043,0.07035524819412595
museum,store,2.6956521739999997,0.2933565003521063
