Word1,Word2,OriginSimilarity,PageSimilarity,Leacock-Chodorow Similarity,Wu-Palmer Similarity,res_similarity,jcn_similarity,lin_similarity
agency,office,3.857142857,0.7373255329697241,2.3310233931139015,2.70659635104172,9.314003135829256e-297,0.2857142857142857,0.9982456279195677
agency,police,3.19047619,1.0458894614365735,3.3678033634225306,4.244973876631299,1.880163739685474e-296,2.3527021082342906e-300,3.1554431081582597
agent,spy,4.0,0.7597699289665767,2.8419057957070653,4.165208355494714,1.7563606672262856e-296,8.708524294423925e-301,1.2960193537720208
agreement,contract,4.476190476,0.48372522366741255,2.063983817387011,2.530966531218651,9.854177319336965e-297,1.1366803346722288e-300,1.1985199863197318
aim,purpose,4.3636363639999995,0.8651085628870656,2.099332428795657,1.3940536382305901,5.0204385076378364e-297,0.425531914893617,0.9207046990058012
aircraft,balloon,2.869565217,1.7792280982420419,4.6165425117967755,7.127442069030749,3.8937361738248387e-296,1.736353789129472e-300,5.379883783360504
aircraft,yacht,2.434782609,2.0014111226138787,5.303379264404911,8.367269504281916,5.264380477747638e-296,1.513397192799967e-300,6.777190408471015
alarm,horn,3.458333333,0.450192466695178,2.0292423526166443,1.7031106691086637,1.3353887968081794e-296,1.0099635517431965e-300,0.3687129163903362
alarm,press,2.0,0.30128156394569405,1.0132502828100836,1.2210135851867179,5.019313230192598e-297,5.646602190703363e-301,0.31268406306328356
algorithm,search,1.863636364,0.6692363344062218,2.7223019160593642,4.395724184434329,1.6071994090750774e-296,5.128691700338275e-301,4.0944821437005546e-299
alien,stranger,3.428571429,1.793427132429441,2.290972546582763,3.1342755924639047,9.629826981218646e-297,0.625,1.0745882288382265
alloy,metal,3.954545455,1.4665367509550973,2.8231719294874784,2.314965699131651,9.46672243515878e-297,0.8333333333333334,1.2647235714158898
alphabet,script,3.5,1.165579745215064,2.9773527149860204,4.020080095094398,2.7777149970719176e-296,1.421125954971604e-300,1.6666666666666665
aluminum,oxygen,1.608695652,2.0014111226138787,5.303379264404911,7.714177305994683,3.547307852984966e-296,9.464461272151843e-301,6.735277139135583
amount,distance,1.9583333330000001,0.7227279641699622,2.920202943501005,1.9283171852469514,4.329167767089719e-297,7.5083927652177e-301,0.6327251038595859
amount,number,4.1363636360000005,0.7108725899674031,2.25945463397564,1.682204033099739,3.081835751554043e-297,0.10526315789473685,0.645611238254985
amount,season,1.434782609,0.8786847127058373,2.818960696870853,2.125098933152313,4.360049302547047e-297,7.430245857815837e-301,0.9092083651917887
amusement,athletics,2.6,0.8579417114694441,2.8522590302166426,4.030529214552288,1.525307019629067e-296,1.0712288773306352e-300,2.125128369391829
amusement,play,4.041666667,0.7019944796954998,2.6170137991702163,3.4582261030774037,1.2225679099980629e-296,8.953703462988496e-301,1.764283810104045
amusement,procedure,1.454545455,0.6083723912363903,2.390746468519014,3.3932440884662465,1.0570886607642506e-296,7.66691762075471e-301,1.5378357016975452
anatomy,creation,2.565217391,0.30268062718478117,1.504483902678892,2.167476038066961,9.188458750317869e-297,7.105419644433803e-301,1.454939000301465
animal,flora,2.0,1.597441987392357,4.07709849512679,4.421504139629878,8.107028467640113e-297,1.1659517843210391e-300,1.7303713652270072
animal,worm,2.72,1.0675295335429502,3.1213178453367094,4.6752843494422685,1.5859387537174883e-296,9.151391089992445e-301,2.1873810963230196
ankle,joint,4.227272727,0.37418497269061723,1.57676709263343,2.0222927029652724,1.4174534104130647e-296,9.349264565683062e-301,1.7123192738918136
anniversary,birthday,3.727272727,2.5346503811062866,4.925385722950259,6.235115562814771,4.8133898054415214e-296,4.539297413315957e-300,6.263093011987728
answer,plea,2.44,0.3893296226635621,1.7476124466049603,1.2349676592938015,4.936149628561123e-297,5.909429397978511e-301,0.22222222222222224
apparel,dress,4.227272727,1.7335300146578714,3.913640804698966,2.548680979511085,1.9825412716544053e-296,2.0833333333333335,3.0841091698350493
appearance,shadow,2.52173913,0.28972437144730356,1.634643282379744,1.5336543876384932,5.6618606058118334e-297,7.535532177478225e-301,0.7274487616254567
apple,bank,1.125,0.0347914369038953,0.6706998846631782,1.1995520221480334,5.054699761884737e-297,5.134825606813744e-301,0.11194485013505859
apple,orange,3.47826087,0.35359773360391467,1.4283770795877269,2.568006373584108,1.9383785083875893e-296,8.321409792420854e-301,0.8466784309628977
apple,pod,2.0434782609999997,0.3240900729402192,1.491157226408383,2.950877707812132,1.6694354272753784e-296,6.158515711961735e-301,0.7844513772331186
appliance,dryer,3.333333333,2.5938991876054436,5.1038609430874144,7.159430862712691,3.924776194964881e-296,1.6635831593370663e-300,5.459825772779303
appliance,refrigerator,4.227272727,1.1530759386486842,3.5897800638361526,6.326356384634311,3.924776194964881e-296,2.5994394581960016e-300,6.0719179900844615
approach,swing,1.6521739130000002,0.4582698879778815,1.5342427188328567,1.407763012274553,5.357323875093532e-297,6.3088643702484486e-301,0.2302689585206311
approval,encouragement,2.8636363639999995,0.9623867229262906,3.009800276855578,3.642312633135193,1.5993754883428866e-296,9.06777429478018e-301,1.750280174775053
approving,interaction,2.0,0.28473466417728055,1.2557501454756035,1.1424370607293928,2.833668872427196e-297,5.3843844981053646e-301,0.531825110846107
arc,rainbow,3.347826087,0.8996339418831099,2.400509029404951,2.4829034619933656,1.8549201564129918e-296,9.740234559721181e-301,2.1805457127756678
architecture,engineering,3.25,0.6482394271221144,2.1504871281918003,2.655580719077276,1.2933462666313088e-296,6.308936637996604e-301,1.3507154751652317
area,patio,2.545454545,0.9639157880290827,2.5435582728972603,2.4712982697443886,8.789181500473014e-297,7.354730725642611e-301,1.464754933623442
area,region,4.318181818,0.9498385241472482,2.77172385866774,2.2787832326618562,6.303280162623972e-297,0.33333333333333337,1.0795198335087461
argument,evidence,3.045454545,0.6999582822659889,2.6754373310254644,3.3540540603848936,1.3982061949029612e-296,1.0168707081886133e-300,1.947045055395786
argument,indication,1.772727273,0.46981214050859754,2.2141872763578094,2.9889248464767086,1.3089190337303922e-296,8.243629448244718e-301,0.7798941821985818
arm,arrow,2.230769231,0.30675220810112735,1.6616037623115432,1.642479443682625,1.1879536941884156e-296,7.220971468086691e-301,1.6843601738761471
arm,missile,2.772727273,0.821989568240046,2.705670994960495,3.3136569286245847,1.90133507050016e-296,1.3115820783364293e-300,3.1035228472170893
armor,mail,1.913043478,0.38023596362452405,1.7812186518270856,1.4999954624167997,9.078999872854454e-297,1.7316957846436197e-300,0.10235672795454202
army,legion,3.285714286,1.1528835723938162,3.6549254898784316,5.687092595501987,3.1082665290788296e-296,1.3048910217023443e-300,1.7446445968029365
aroma,fragrance,4.681818182,3.761784315713816,5.135826017018251,5.501951176000899,4.042088401509864e-296,2.5,2.70402831094666
aroma,smell,4.19047619,1.7082449501959744,3.1968780260525715,3.7634918453183954,2.132026154456503e-296,1.0,2.48780093398198
arrangement,blizzard,1.25,0.3244648240739645,1.64077536896235,1.343130074778979,5.2189960257089246e-297,5.991884289509034e-301,1.5804712242093124e-299
arrangement,room,2.3809523809999997,0.47905189150848804,2.1357461620422624,1.9479553421331812,5.382645316686432e-297,8.47595787692469e-301,0.7422086385725593
article,girl,1.208333333,0.2585657507612895,1.5767981232679689,1.727525910737957,4.4668271952286025e-297,6.4533344960817335e-301,0.65402020577059
artillery,gun,3.541666667,0.6010976318391736,1.4886972178469233,1.818702199861427,8.684068672651338e-297,0.4761904761904762,0.9527898490226445
aspen,maple,2.791666667,0.9645570088786408,2.7555505752898686,4.688183453930499,3.524327561657029e-296,7.960467027638428e-301,9.6075350757917e-299
ass,donkey,4.85,0.34720505951440184,0.9293265687993837,1.4349769719311065,9.812928595035214e-297,5.894558350963792e-301,0.8333333333333333
assembly,crowd,3.3636363639999995,0.7147570957631497,2.4973155988623814,2.1627984730884102,7.451748356234581e-297,7.453995318136888e-301,1.4172787832915748
assets,capital,4.090909091,0.8380576995480553,2.5005060583104193,2.0617875457855717,6.346222509457276e-297,9.678033892193995e-301,1.2955411638252459
assets,credit,3.47826087,0.6203841841124369,2.3800179576584197,2.508443093741997,7.769980291369227e-297,8.831209487057085e-301,1.3344913024072957
assets,income,4.038461538,0.8864563094024798,3.2117865223815,4.285443264986705,2.103837911225434e-296,3.9044018497113816e-300,4.923096931956195
association,organization,4.3623188410000004,0.6064138490920539,2.551384138979312,2.650880547587669,7.370927991527654e-297,7.658576186783887e-301,0.9062799690030697
athlete,participant,3.458333333,2.0014111226138787,5.103860943087413,5.98978474735909,2.8168803676106453e-296,3.724455744741817e-300,5.482027407736066
athletics,racing,3.826086957,2.015517981304154,4.538393738873163,6.60114599420778,3.0649161355113906e-296,1.230696624314148e-300,3.1567482841436907
athletics,swimming,3.45,1.3200498478735794,3.810722279097205,6.156221785622291,3.0649161355113906e-296,1.902010177695971e-300,3.4021285999447026
attitude,notice,1.486486486,0.36664690763260044,1.9648942265751943,2.4080001177598533,7.354860387906963e-297,6.495737016071361e-301,0.9492249248304712
attitude,study,1.88,0.26112107532653994,1.5628370571529624,1.7069106777606375,5.9080900513536576e-297,7.217705002346674e-301,0.9020426055632684
attorney,lawyer,4.681818182,10.0,10.0,10.0,6.13344933247658e-296,10.0,10.0
attraction,pressure,1.565217391,0.2720497324093234,1.5499189171680552,1.5878818389608793,6.916920384277129e-297,6.303119965295345e-301,0.8887824961808228
attraction,quality,2.347826087,0.6006882471986916,2.3148379020934806,2.1332202153880035,7.101365423509106e-297,7.129736047886055e-301,1.0673838230635255
attribute,condition,2.576923077,0.5743734172843193,2.054825415593421,1.6670602370130152,4.194066678652954e-297,9.431402658080838e-301,0.6911657367029255
average,time,2.3809523809999997,0.39524227079265506,1.7023075165637422,1.2727157516032226,3.771928769095784e-297,7.006633958531261e-301,0.41195688703099576
baby,computer,1.24,0.48230710282812717,2.151903130301699,3.437801405656342,1.0467293819145143e-296,5.962566582780315e-301,0.2518344108439121
bail,bond,3.086956522,0.4011929383245749,1.6432403730271408,0.725912349821586,4.990886419021798e-297,0.11111111111111112,0.15144764647467543
bait,instrument,2.090909091,0.31304410714863296,1.7318704686176822,0.8541329108051285,6.902863395896064e-297,5.999695974162616e-301,0.06520649452671934
bait,pump,1.208333333,0.34823838473699276,0.9943155831902084,0.8223768374142031,5.897437772305037e-297,4.928320611338699e-301,1.5201047663205477e-299
bakery,work,2.541666667,0.8170015218209083,2.2495909904654363,2.80452806097574,1.2806267284646043e-296,6.930080912283651e-301,3.5847458296926637e-299
bakery,workplace,3.0,4.667607415075919,7.651689632202456,9.238059101998228,5.01797725399494e-296,1.542348992172866e-300,1.3890956566079073e-298
balance,gauge,2.6,0.43077221724414816,1.7496380799624864,1.3916931953437204,4.044705164999073e-297,5.20495987643895e-301,0.17250558474271477
ball,egg,1.727272727,0.3720254589833496,1.1620833438160125,1.1326938507733386,5.8951366966689506e-297,0.24390243902439024,0.47190121641360444
ball,nut,1.727272727,0.23868137449797677,1.088627233342883,1.2127577950107047,4.8965895539673175e-297,0.10869565217391305,0.3317309370889002
ball,poker,2.165217391,0.16240097478709048,1.2886900767906355,1.532953972030418,8.33927011712057e-297,5.8380353085268244e-301,1.6878516702721432e-299
ball,sphere,4.1428571430000005,0.23716699441886746,1.2419352003847788,1.1805179774788792,4.499651357900617e-297,1.3278167345447528e-300,0.37824306738686075
band,circle,2.954545455,0.323233651537321,1.677356152281937,1.3054717927642732,6.726775438906213e-297,0.07936507936507936,0.5798497228159185
bar,needle,1.772727273,0.340565177040534,1.668285013646916,2.515208020061309,1.0178287383371302e-296,5.620281511362717e-301,0.6855349404214705
bar,rod,4.0476190480000005,0.23301900808208564,1.4559421502984526,1.8300421402567495,1.0459156711555135e-296,5.727562871063786e-301,0.25476271394143746
barrel,gallon,3.1538461539999996,0.5822100728203587,2.779070605038222,2.186525246149115,2.691398487688745e-296,1.2696135511197032e-300,2.559753559214108
base,club,1.619047619,0.24953935111349557,1.5409120762790733,1.5167750700728502,6.44884720341416e-297,6.4566012535997075e-301,0.41480864687926233
base,stock,2.4761904759999998,0.24404420987663045,1.3309929911212297,1.2982996958575312,5.130834075679667e-297,6.192850215133623e-301,0.19623333629943032
baseball,softball,3.230769231,1.8051975426491396,3.2857629280223337,4.402101870856651,3.2526097640683727e-296,0.0,8.275721878363692e-299
basin,vessel,4.076923077,0.5957682089447136,2.199688009255838,2.896807944170264,1.1362488103643438e-296,6.677920882801516e-301,1.2439230690799397
basketball,hockey,2.782608696,0.7275617828820147,2.322894588917224,3.8290010630945024,3.177057424947682e-296,3.6780216022157717e-301,7.795467935092452e-299
basketball,squash,2.833333333,0.47458673469908397,1.4773512781513354,2.0804324844058177,1.5841161076484028e-296,7.212875561244563e-301,3.716099683064433e-299
bathroom,chamber,2.6818181819999998,1.4783288023784684,3.7975963413193776,5.236001885287935,2.4436066616720252e-296,1.1012345417743515e-300,3.6574351815783777
battle,fight,4.583333333,1.4471768137665206,3.491844756441017,3.7085409514530236,2.1243316861345048e-296,0.4166666666666667,2.3615451281098347
bay,mere,1.5833333330000001,0.5231769557848334,0.6262120604071009,1.5213437101168643,8.321035201587627e-297,5.450917721632325e-301,1.4479108143653577e-299
beach,chain,1.047619048,0.4782658783224001,2.3500547946551693,1.5492559043303245,8.627657130718954e-297,5.8214395323044714e-301,0.9584285055507475
beach,ridge,2.260869565,0.893924646356155,3.2140954051043797,2.2836898568262827,1.1786635799441247e-296,6.029342342444396e-301,0.862008839096776
beam,column,2.961538462,0.20304178646263715,1.1458779259530525,0.9766214450283801,6.176360850756081e-297,5.504821135996681e-301,0.22782780315145978
beat,meter,1.92,0.31694657760226896,1.266931121171031,0.6615110887383406,1.4240594195702087e-297,0.056179775280898875,0.11129457078637288
beat,rhythm,4.3636363639999995,0.36625065063759576,1.2807712832323146,0.9656665247250391,1.4336240450801866e-296,0.06060606060606061,0.17681574945423922
bed,layer,2.136363636,0.5530136230228935,1.8509940148522608,1.8582112713583583,6.83541321673395e-297,0.14285714285714285,0.32486117380540647
bedroom,cell,2.136363636,1.0828622556220862,3.2037505228423875,4.872105742124624,1.9005737285980455e-296,8.294239778712347e-301,0.8200266111619624
bedroom,construction,2.208333333,0.2656451422972048,1.1620162858312058,0.9880241155848126,4.144225610203208e-297,7.05770249515035e-301,0.9047522570680351
bee,insect,4.043478261000001,0.8380576995480553,2.5177936408857127,3.4712608119080346,1.828518598506114e-296,1.3995406354774495e-300,2.8517053060534825
beef,cattle,4.173913043,1.039676031404357,1.4508337842051016,2.3234454526321406,1.7122827157240735e-296,1.6385377067255813e-300,2.367594440628383
beef,meat,4.619047619,0.5817329353780447,1.914436067724954,1.6369533226230586,9.860783153133138e-297,7.435268986584638e-301,1.332631167466918
beginner,novice,4.166666667,3.4233824785936338,5.601700924968223,6.942210869861306,3.045879633838975e-296,2.5,2.970283770885134
behavior,purpose,2.304347826,0.700053408435978,2.8926257929075243,3.334602933564246,1.1535539779578574e-296,8.392249246428563e-301,1.8079832326013936
belief,magic,2.565217391,1.0638475911986554,3.1442724733253486,4.779559072901389,2.103517609506038e-296,1.0450037614321993e-300,3.678888931038704
belief,purpose,2.333333333,0.8855586002130986,3.2268332635402315,3.8388844969270575,1.0897918222366702e-296,1.1140495147871082e-300,2.487913898521086
bench,seat,4.428571429,0.474506544679431,2.04042871908596,1.674666565771691,6.939737698245118e-297,6.426360491592728e-301,0.3759344645477356
bend,curve,4.541666667,0.912274094923575,2.6048613647181345,1.8721911773691202,1.305954042283818e-296,0.11111111111111112,1.5196826097396121
berry,citrus,3.0,0.6333015563658935,1.9863944732540872,3.4358660361224858,2.4322041443976697e-296,8.014988309071606e-301,1.2100569432238748
bill,invoice,4.5882352939999995,1.09083514454649,2.298999872682664,2.223844636041706,1.7442923451860983e-296,0.625,1.6573993451050906
billboard,structure,3.0,0.7596721500406485,2.5254413635030444,2.213131481959905,6.970880643887276e-297,6.0160239583681106e-301,1.8227512429383838e-299
bin,box,3.956521739,0.2916953699412256,1.217120394087106,1.2488806786063655,5.6774392285693966e-297,5.108427531364493e-301,0.24799044523076863
bin,cup,2.217391304,0.37162121671365966,1.6918857813291295,1.4017096912614613,9.73242339432146e-297,5.2675775734882214e-301,0.15692354811819575
binary,star,1.863636364,0.49589443843811454,1.669715127115281,1.9971510450445584,1.0800495240401576e-296,3.8311262940692136e-301,1.0042859893693952
bird,creature,3.458333333,0.5672845211449387,2.4561370213411378,3.1814971668623158,1.1292142525406983e-296,8.280263489267833e-301,1.094055072520819
bird,solid,1.0909090909999999,0.8721082081827911,1.4123946313837736,1.8281417733859624,2.6914003376575268e-297,7.003781008584835e-301,0.34990905654617843
birth,modification,1.434782609,0.5628420115667199,2.370976102839774,1.8024990440167303,5.119690799565148e-297,6.323921842599138e-301,0.47817966253440064
bishop,priest,4.269230769,1.1097491390908591,2.829208920116252,3.991873184380182,2.771441096296054e-296,2.437345280686942e-300,2.8360508554113335
bit,tool,2.708333333,0.31754101327064654,1.4690084368540033,1.1577151719928942,3.6483642431751455e-297,5.876324323417455e-301,0.17420378860365696
bite,breakfast,2.869565217,0.4090422271744647,1.301818622169105,0.8752316612316657,3.1364048225516866e-297,5.456693708866365e-301,0.36976285549121934
bite,taste,3.6363636360000005,0.363522462763586,1.5267113200083942,1.2712685629472604,4.75403119597043e-297,6.6931447254210764e-301,0.16028868781647093
black,juvenile,1.2380952379999999,0.9908727125444998,2.9790753772741825,3.2912347191150446,1.0686997442085714e-296,7.543006560127179e-301,0.28181240479818953
blade,projector,1.434782609,0.5806819265106389,2.483794540233288,4.382620465983143,1.8211089476658252e-296,2.5869108747029215e-301,3.515968630993146e-299
blanket,sleeve,2.111111111,0.6589758143196793,3.433751508036896,3.5097505733049332,1.9005253482569418e-296,7.436097199014674e-301,0.9717712037825559
blizzard,rash,1.307692308,2.541084640635607,3.1342489962164652,2.8171196594624557,2.3445741780754633e-296,2.5,2.5
blow,contact,1.6956521740000001,0.382542768446559,2.7346064260221947,0.9053751805010108,1.8470169647799635e-297,6.325235505669953e-301,0.22474956223704012
blue,red,3.272727273,0.3641368140068304,1.1253118236724586,1.4092301533672726,5.060799334283125e-297,6.46453959083482e-301,0.3881597237920332
board,commission,3.173913043,0.1487660393778465,0.8153084580620056,0.29840635269156235,1.1300698591126542e-297,6.398852458328426e-301,0.15759575857557845
boat,ferry,4.083333333,0.8367654654490875,1.8362431205051628,1.9193436171015286,1.2655532317044634e-296,7.32732032991387e-301,2.996278048283382e-299
boat,vessel,3.208333333,0.940195549063511,4.0490279971659735,3.5179185822085537,2.963186787288499e-296,2.1237083997614116e-300,1.6022059691456576
body,trunk,3.260869565,0.4366643691346235,1.8275901469288023,1.8722277830749032,8.298856892455552e-297,0.16666666666666669,0.6538478533313512
bond,security,3.904761905,0.2368143050238053,1.0512671477981868,1.0477716502139458,5.600140159288348e-297,6.869500151201478e-301,0.3020787267373166
bone,skull,4.272727273,0.9889727258425784,1.8668008506748102,2.146178773785885,1.3467070353386823e-296,8.277660949445084e-301,1.7775418523098738
book,encyclopedia,3.904761905,0.25970322859809647,1.9584178153368361,1.3124917515816144,1.947758002954241e-296,6.916506884008494e-301,0.859956950736822
booklet,reference,3.380952381,0.44569429902205737,1.4029500614884283,1.5795078885621847,9.948166744115474e-297,7.357506004958794e-301,0.7078542138934296
boot,kick,3.173913043,0.5435378562071518,1.7660922580666512,1.2113206792670348,9.932026192714837e-297,0.2857142857142857,0.3532988365395337
boot,punch,1.75,0.2523229805542635,1.009596988533592,1.3808720566532213,7.258714595443406e-297,5.526435295783966e-301,0.26568642651341207
bottom,sole,3.347826087,0.4605427695735682,1.3800067503615825,1.5767306082070078,6.738016302471448e-297,6.0554974254324235e-301,0.37020561759110715
boy,male,4.52173913,1.3644864527479466,3.5998798990995713,4.883142258891347,2.1496549672414194e-296,1.6060853277653458e-300,3.0787052524285685
boy,rover,2.0,1.1491805219876192,3.9262345351203907,5.7925290295749665,3.0736548662485494e-296,9.786793926886016e-301,1.0285141770468
brace,stand,2.913043478,0.41442202048499155,1.5964132297249702,1.4102218653887473,3.864157422170649e-297,5.6962730886948945e-301,0.4005421552681868
brain,head,4.173913043,0.3776686549875763,1.8250237390718187,1.2139038468088819,3.938299142172235e-297,0.04016064257028113,0.17197856689035895
brake,click,1.761904762,0.6227705965921106,1.9852705960651775,1.4234024276396458,3.300776378623047e-297,4.740811075813829e-301,6.784667691374759e-300
branch,department,4.043478261000001,0.188027778879852,0.8845970543547823,0.8476961946315331,3.728548191687054e-297,7.152390295227209e-301,0.4095564115305944
brand,knife,1.6818181819999998,0.20340238920975695,1.148544643576805,0.7158809865655145,5.5090352784345194e-297,5.716379165573916e-301,0.703520934520592
brand,surname,2.3181818180000002,0.49082847094009296,1.5756439455127307,1.528024960227219,5.9408265774229666e-297,4.857585029576537e-301,1.855139320300119e-299
brandy,liquor,4.541666667,2.0606599291130347,4.593492401696387,7.01143482362713,5.000761402737491e-296,1.7489563709028956e-300,5.010262903765042
brass,executive,1.913043478,0.41395616740572816,1.7480307648209576,1.9970833005779953,7.880925175338403e-297,6.783829861216718e-301,0.9085952712595902
bread,bun,4.304347826,1.6728495593003747,3.10083541638868,3.2676545654500235,2.210075738039138e-296,2.8363195808330582e-300,2.7976407811636066
break,dash,2.916666667,0.46512559403320775,1.4851685553884661,1.0088744209985836,3.9147389433427964e-297,6.1130708690407456e-301,0.061431007232524204
break,insert,2.041666667,0.5090157857309148,1.7948850257998448,1.0447153426524847,1.581101840481904e-297,5.4411692783553105e-301,3.7877834122625e-300
brick,cement,3.625,0.7932740955447157,2.856229748995789,3.6087835993630875,1.6441317395197495e-296,6.339498653610011e-301,1.7550820965214589
brick,strip,1.5416666669999999,0.6915350360730042,2.6814141391317614,3.297218841677252,1.1026264459056293e-296,6.453030363360517e-301,1.455997798875808
broadcast,packet,1.727272727,0.30339040450480825,1.0120155183709683,0.8279317554246952,3.735372080472624e-297,5.328862141923701e-301,0.08267262325650113
brochure,publication,3.875,0.6880254552369007,1.803121078515451,2.0812570957672913,1.1476489346342823e-296,8.770703872268062e-301,1.781661651869593
brochure,reference,2.95,0.44569429902205737,1.4029500614884283,1.5795078885621847,9.948166744115474e-297,7.357506004958794e-301,0.7078542138934296
brother,member,2.583333333,0.5198050438328952,2.1491678031051977,2.058172518016275,7.263061629220247e-297,8.371496325534655e-301,0.6232395169820761
brush,implement,2.47826087,0.8644216292994882,2.332683383217642,1.6129274231552446,3.4856983056613095e-297,6.0910546848352305e-301,0.4606471177893815
budget,fund,4.0,0.5081306694919507,1.3669644380286092,1.2670843439987554,6.657276264283853e-297,9.386698372113651e-301,0.7531081394254386
buffer,cache,2.409090909,0.47592453251795663,2.1757502819133707,2.4751523588191167,1.412269370646375e-296,5.821798172915381e-301,0.3645785526338232
bug,child,1.276595745,0.388582846997231,2.588157848885362,2.9882948687018662,1.317676466635324e-296,6.3549139014048365e-301,0.19812182190946323
build,flesh,1.8333333330000001,0.6416596345546097,2.7472975411344196,1.0071428815995631,4.393812801235366e-297,0.2173913043478261,0.6633022168481062
building,cafe,3.142857143,0.3071840050770004,1.337956569993834,0.718881991288312,2.975921323453932e-297,5.973153160005505e-301,0.5102629105844402
bulb,onion,2.92,0.3689331998456289,1.4635281916183565,1.953415690004901,1.0337535911769832e-296,1.6908953286768286e-300,2.3562186034294e-299
bulletin,news,4.666666667,0.6544936805812693,2.617139188280343,2.5082481347210157,1.6919386500113213e-296,9.734083765690946e-301,1.499899312646598
bunny,server,1.25,0.4216555894524152,1.5503640708980275,3.920768887753472,2.2049267699083493e-296,7.742084129680786e-301,4.1454327966584817e-299
burn,hurt,3.730769231,0.8753800430534799,2.759366800979967,1.6307809848042014,3.982304582054638e-297,8.626954352413831e-301,0.20069347043224964
burning,flame,4.48,0.710337063644163,1.4870121207587412,1.117145091490812,3.5054081446991255e-297,1.353457078918217e-300,0.1505668769426152
burning,punishment,2.52,0.4971986125293886,2.215050050648096,1.7582685691692288,1.999156079147442e-296,1.0209809042899722e-300,0.20902125911831554
burst,transformation,1.952380952,0.4224545985049186,2.9056137148602623,1.6683362704689793,1.5350893516600572e-296,6.463061657915942e-301,1.910691408967251
business,disposition,1.5833333330000001,0.5631239843249225,2.5655186924047735,3.0106777428542126,8.00599725048633e-297,7.4613982737166294e-301,1.3053140014883644
business,railway,2.541666667,0.23488409530186016,1.382810322616535,1.281383916940472,6.590776108373155e-297,8.158020261438584e-301,1.0977816339921769
butter,stick,2.375,0.6409921504321758,2.0126947482209374,1.769937580118186,5.2924006537196195e-297,1.0803869521836689e-300,0.04240671802325466
butterfly,comma,1.1304347829999999,0.22709201466086948,0.0,0.810448526600049,7.121254211955801e-297,5.574341462734692e-301,2.2924642166222032e-299
cab,taxi,4.476190476,3.7091038158175063,6.040222931779916,5.153401697028624,5.523737754330325e-296,5.0,5.404721772500608
cake,pie,3.545454545,0.43336719087078124,1.8826225824535392,1.6870730425943274,1.1601986836194565e-296,7.4626834072789275e-301,1.0538517695604883
calendar,circulation,1.6956521740000001,0.1750879299191329,1.1469190427253886,1.1451358390330002,4.7112810636434805e-297,4.634812654658157e-301,0.09630495616155436
calendar,system,1.9166666669999999,0.4220858143086226,1.9869409806431326,1.3913177979841875,5.507510466855714e-297,6.16548322230362e-301,0.47759119410158707
call,meeting,2.727272727,0.5468900856254013,1.807332689226575,1.072629996976278,1.6988824988204745e-297,7.558575789983629e-301,0.1397703063629935
